Fecha,madurez,precio_limpio,precio_sucio,tasa
16/05/2003,363.000000,9.335508,9.335508,7.059073
19/05/2003,360.000000,9.333000,9.333000,7.146684
20/05/2003,359.000000,9.364769,9.364769,6.802095
21/05/2003,358.000000,9.365544,9.365544,6.812209
22/05/2003,357.000000,9.373267,9.373267,6.742576
23/05/2003,356.000000,9.391833,9.391833,6.548246
26/05/2003,353.000000,9.402842,9.402842,6.476762
27/05/2003,352.000000,9.393778,9.393778,6.600111
28/05/2003,351.000000,9.396475,9.396475,6.587577
29/05/2003,350.000000,9.408889,9.408889,6.461973
30/05/2003,349.000000,9.411547,9.411547,6.449527
02/06/2003,346.000000,9.428139,9.428139,6.310894
03/06/2003,345.000000,9.428833,9.428833,6.321040
04/06/2003,344.000000,9.421889,9.421889,6.421216
05/06/2003,343.000000,9.423569,9.423569,6.420078
06/06/2003,342.000000,9.416700,9.416700,6.520331
09/06/2003,339.000000,9.415225,9.415225,6.595700
10/06/2003,338.000000,9.424461,9.424461,6.504352
11/06/2003,337.000000,9.441142,9.441142,6.323384
12/06/2003,336.000000,9.455867,9.455867,6.165481
13/06/2003,335.000000,9.456556,9.456556,6.175605
16/06/2003,332.000000,9.469722,9.469722,6.071986
17/06/2003,331.000000,9.472239,9.472239,6.059812
18/06/2003,330.000000,9.462833,9.462833,6.192652
19/06/2003,329.000000,9.472686,9.472686,6.091199
20/06/2003,328.000000,9.479756,9.479756,6.023357
23/06/2003,325.000000,9.489028,9.489028,5.964781
24/06/2003,324.000000,9.491500,9.491500,5.952695
25/06/2003,323.000000,9.499350,9.499350,5.874086
26/06/2003,322.000000,9.495533,9.495533,5.939639
27/06/2003,321.000000,9.491750,9.491750,6.005215
30/06/2003,318.000000,9.498267,9.498267,5.980034
01/07/2003,317.000000,9.501606,9.501606,5.956882
02/07/2003,316.000000,9.498789,9.498789,6.011291
03/07/2003,315.000000,9.501250,9.501250,5.999211
04/07/2003,314.000000,9.501089,9.501089,6.020361
07/07/2003,311.000000,9.498081,9.498081,6.117020
08/07/2003,310.000000,9.473861,9.473861,6.449325
09/07/2003,309.000000,9.469550,9.469550,6.526181
10/07/2003,364.000000,9.377156,9.377156,6.569151
11/07/2003,363.000000,9.383908,9.383908,6.511150
14/07/2003,360.000000,9.394000,9.394000,6.450926
15/07/2003,359.000000,9.378731,9.378731,6.642685
16/07/2003,358.000000,9.386428,9.386428,6.573318
17/07/2003,357.000000,9.404008,9.404008,6.390896
18/07/2003,356.000000,9.425456,9.425456,6.164153
21/07/2003,353.000000,9.425394,9.425394,6.217252
22/07/2003,352.000000,9.427022,9.427022,6.216175
23/07/2003,351.000000,9.430600,9.430600,6.192607
24/07/2003,350.000000,9.431250,9.431250,6.202783
25/07/2003,349.000000,9.443539,9.443539,6.078229
28/07/2003,346.000000,9.450244,9.450244,6.052759
29/07/2003,345.000000,9.448000,9.448000,6.096528
30/07/2003,344.000000,9.457244,9.457244,6.005983
31/07/2003,343.000000,9.454058,9.454058,6.060893
01/08/2003,342.000000,9.442350,9.442350,6.216673
04/08/2003,339.000000,9.439708,9.439708,6.303165
05/08/2003,338.000000,9.417889,9.417889,6.583215
06/08/2003,337.000000,9.433653,9.433653,6.413208
07/08/2003,336.000000,9.454000,9.454000,6.187857
08/08/2003,335.000000,9.460278,9.460278,6.130896
11/08/2003,332.000000,9.466033,9.466033,6.116610
12/08/2003,331.000000,9.470400,9.470400,6.082108
13/08/2003,330.000000,9.471083,9.471083,6.092232
14/08/2003,329.000000,9.473600,9.473600,6.080054
15/08/2003,328.000000,9.476111,9.476111,6.067891
18/08/2003,325.000000,9.480000,9.480000,6.075949
19/08/2003,324.000000,9.479800,9.479800,6.097175
20/08/2003,323.000000,9.483200,9.483200,6.073899
21/08/2003,322.000000,9.481222,9.481222,6.117358
22/08/2003,321.000000,9.489967,9.489967,6.027414
25/08/2003,318.000000,9.492967,9.492967,6.046578
26/08/2003,317.000000,9.493681,9.493681,6.056655
27/08/2003,316.000000,9.496156,9.496156,6.044546
28/08/2003,315.000000,9.491625,9.491625,6.121186
29/08/2003,314.000000,9.494983,9.494983,6.097961
01/09/2003,311.000000,9.496353,9.496353,6.139196
02/09/2003,310.000000,9.491083,9.491083,6.226901
03/09/2003,309.000000,9.490150,9.490150,6.259121
04/09/2003,364.000000,9.414567,9.414567,6.150040
05/09/2003,363.000000,9.421217,9.421217,6.092628
08/09/2003,360.000000,9.428000,9.428000,6.067034
09/09/2003,359.000000,9.439561,9.439561,5.953668
10/09/2003,358.000000,9.449078,9.449078,5.863004
11/09/2003,357.000000,9.444667,9.444667,5.929268
12/09/2003,356.000000,9.453144,9.453144,5.849910
15/09/2003,353.000000,9.457753,9.457753,5.847052
17/09/2003,351.000000,9.457900,9.457900,5.878683
18/09/2003,350.000000,9.460417,9.460417,5.866545
19/09/2003,349.000000,9.461958,9.461958,5.865597
22/09/2003,346.000000,9.471389,9.471389,5.806961
23/09/2003,345.000000,9.476750,9.476750,5.761469
24/09/2003,344.000000,9.477311,9.477311,5.771681
25/09/2003,343.000000,9.474067,9.474067,5.826428
26/09/2003,342.000000,9.470850,9.470850,5.881204
29/09/2003,339.000000,9.476433,9.476433,5.867190
30/09/2003,338.000000,9.473283,9.473283,5.921921
01/10/2003,337.000000,9.478586,9.478586,5.876405
02/10/2003,336.000000,9.461467,9.461467,6.098416
03/10/2003,335.000000,9.455625,9.455625,6.186794
06/10/2003,332.000000,9.445744,9.445744,6.362659
07/10/2003,331.000000,9.448333,9.448333,6.350330
08/10/2003,330.000000,9.443583,9.443583,6.427649
09/10/2003,329.000000,9.455322,9.455322,6.303331
10/10/2003,328.000000,9.468822,9.468822,6.157051
13/10/2003,325.000000,9.478194,9.478194,6.098213
14/10/2003,324.000000,9.477100,9.477100,6.130567
15/10/2003,323.000000,9.479611,9.479611,6.118396
16/10/2003,322.000000,9.483011,9.483011,6.095112
17/10/2003,321.000000,9.482833,9.482833,6.116320
20/10/2003,318.000000,9.489433,9.489433,6.090990
21/10/2003,317.000000,9.498964,9.498964,5.990126
22/10/2003,316.000000,9.489133,9.489133,6.133336
23/10/2003,315.000000,9.496000,9.496000,6.065712
24/10/2003,314.000000,9.499344,9.499344,6.042528
27/10/2003,311.000000,9.508447,9.508447,5.984156
28/10/2003,310.000000,9.521222,9.521222,5.839589
29/10/2003,309.000000,9.524483,9.524483,5.816593
30/10/2003,364.000000,9.442878,9.442878,5.835083
31/10/2003,363.000000,9.448442,9.448442,5.789311
03/11/2003,360.000000,9.456000,9.456000,5.752961
04/11/2003,359.000000,9.462497,9.462497,5.696173
05/11/2003,358.000000,9.462006,9.462006,5.717599
06/11/2003,357.000000,9.466483,9.466483,5.683212
07/11/2003,356.000000,9.467978,9.467978,5.682309
10/11/2003,353.000000,9.471481,9.471481,5.690763
11/11/2003,352.000000,9.472000,9.472000,5.701014
12/11/2003,351.000000,9.463750,9.463750,5.811650
13/11/2003,350.000000,9.462361,9.462361,5.844209
14/11/2003,349.000000,9.465836,9.465836,5.820935
17/11/2003,346.000000,9.461778,9.461778,5.918547
18/11/2003,345.000000,9.465250,9.465250,5.895248
19/11/2003,344.000000,9.463933,9.463933,5.927772
21/11/2003,342.000000,9.458500,9.458500,6.026326
24/11/2003,339.000000,9.433117,9.433117,6.381768
25/11/2003,338.000000,9.431972,9.431972,6.414356
26/11/2003,337.000000,9.428036,9.428036,6.480672
27/11/2003,336.000000,9.428800,9.428800,6.490752
28/11/2003,335.000000,9.427708,9.427708,6.523328
01/12/2003,332.000000,9.427300,9.427300,6.587252
02/12/2003,331.000000,9.432703,9.432703,6.541071
03/12/2003,330.000000,9.448167,9.448167,6.371602
04/12/2003,329.000000,9.461719,9.461719,6.225090
05/12/2003,328.000000,9.464267,9.464267,6.212839
08/12/2003,325.000000,9.467361,9.467361,6.231939
09/12/2003,324.000000,9.479800,9.479800,6.097175
10/12/2003,323.000000,9.476919,9.476919,6.151794
11/12/2003,322.000000,9.487483,9.487483,6.039540
15/12/2003,318.000000,9.463817,9.463817,6.413899
16/12/2003,317.000000,9.462861,9.462861,6.446255
17/12/2003,316.000000,9.465433,9.465433,6.433941
18/12/2003,315.000000,9.464500,9.464500,6.466269
19/12/2003,314.000000,9.466200,9.466200,6.465107
22/12/2003,311.000000,9.437608,9.437608,6.897938
23/12/2003,310.000000,9.444583,9.444583,6.829316
24/12/2003,365.000000,9.355167,9.355167,6.798379
26/12/2003,363.000000,9.364750,9.364750,6.727355
29/12/2003,360.000000,9.377000,9.377000,6.643916
30/12/2003,359.000000,9.380725,9.380725,6.619957
31/12/2003,358.000000,9.381456,9.381456,6.630096
02/01/2004,356.000000,9.394800,9.394800,6.514242
05/01/2004,353.000000,9.422453,9.422453,6.251024
06/01/2004,352.000000,9.430933,9.430933,6.171185
07/01/2004,351.000000,9.450100,9.450100,5.968191
08/01/2004,350.000000,9.464306,9.464306,5.821869
09/01/2004,349.000000,9.468744,9.468744,5.787467
12/01/2004,346.000000,9.477156,9.477156,5.740114
13/01/2004,345.000000,9.481542,9.481542,5.705819
14/01/2004,344.000000,9.484000,9.484000,5.693800
15/01/2004,343.000000,9.478831,9.478831,5.770749
16/01/2004,342.000000,9.484150,9.484150,5.725342
19/01/2004,339.000000,9.487733,9.487733,5.733723
20/01/2004,338.000000,9.488306,9.488306,5.743908
21/01/2004,337.000000,9.481394,9.481394,5.843028
22/01/2004,336.000000,9.481067,9.481067,5.864315
23/01/2004,335.000000,9.490986,9.490986,5.763365
26/01/2004,332.000000,9.497389,9.497389,5.738418
27/01/2004,331.000000,9.497983,9.497983,5.748593
28/01/2004,330.000000,9.497667,9.497667,5.769834
29/01/2004,329.000000,9.482739,9.482739,5.968738
30/01/2004,328.000000,9.500711,9.500711,5.767991
02/02/2004,325.000000,9.507083,9.507083,5.743090
03/02/2004,324.000000,9.507700,9.507700,5.753232
04/02/2004,323.000000,9.504733,9.504733,5.807637
06/02/2004,321.000000,9.504233,9.504233,5.850029
09/02/2004,318.000000,9.503567,9.503567,5.913565
10/02/2004,317.000000,9.494561,9.494561,6.045568
11/02/2004,316.000000,9.509322,9.509322,5.878445
12/02/2004,315.000000,9.508250,9.508250,5.910657
13/02/2004,314.000000,9.510683,9.510683,5.898634
16/02/2004,311.000000,9.509311,9.509311,5.973094
17/02/2004,310.000000,9.500556,9.500556,6.104900
18/02/2004,309.000000,9.503883,9.503883,6.081729
19/02/2004,364.000000,9.414567,9.414567,6.150040
20/02/2004,363.000000,9.409117,9.409117,6.227999
23/02/2004,360.000000,9.393000,9.393000,6.462259
24/02/2004,359.000000,9.402664,9.402664,6.370534
25/02/2004,358.000000,9.386428,9.386428,6.573318
26/02/2004,357.000000,9.396075,9.396075,6.481430
27/02/2004,356.000000,9.397767,9.397767,6.480259
01/03/2004,353.000000,9.410686,9.410686,6.386358
02/03/2004,352.000000,9.408444,9.408444,6.430399
03/03/2004,351.000000,9.405250,9.405250,6.485739
04/03/2004,350.000000,9.411806,9.411806,6.428092
05/03/2004,349.000000,9.428997,9.428997,6.246690
08/03/2004,346.000000,9.438711,9.438711,6.187287
09/03/2004,345.000000,9.440333,9.440333,6.186226
10/03/2004,344.000000,9.442911,9.442911,6.173945
11/03/2004,343.000000,9.444531,9.444531,6.172880
12/03/2004,342.000000,9.427150,9.427150,6.396419
15/03/2004,339.000000,9.411458,9.411458,6.640845
16/03/2004,338.000000,9.412256,9.412256,6.650898
17/03/2004,337.000000,9.418675,9.418675,6.593284
18/03/2004,336.000000,9.416667,9.416667,6.637164
19/03/2004,335.000000,9.422125,9.422125,6.590870
22/03/2004,332.000000,9.431911,9.431911,6.531021
23/03/2004,331.000000,9.447414,9.447414,6.361528
24/03/2004,330.000000,9.449083,9.449083,6.360409
25/03/2004,329.000000,9.460806,9.460806,6.236250
26/03/2004,328.000000,9.471556,9.471556,6.123593
29/03/2004,325.000000,9.470972,9.470972,6.187330
30/03/2004,324.000000,9.472600,9.472600,6.186264
31/03/2004,323.000000,9.482303,9.482303,6.085017
01/04/2004,322.000000,9.486589,9.486589,6.050646
02/04/2004,321.000000,9.487292,9.487292,6.060735
05/04/2004,318.000000,9.492967,9.492967,6.046578
06/04/2004,317.000000,9.495442,9.495442,6.034470
07/04/2004,316.000000,9.497033,9.497033,6.033467
12/04/2004,311.000000,9.505856,9.505856,6.017338
13/04/2004,310.000000,9.497111,9.497111,6.149240
14/04/2004,309.000000,9.490150,9.490150,6.259121
15/04/2004,364.000000,9.407489,9.407489,6.229079
16/04/2004,363.000000,9.418192,9.418192,6.126438
19/04/2004,360.000000,9.429000,9.429000,6.055785
20/04/2004,359.000000,9.419617,9.419617,6.178592
21/04/2004,358.000000,9.420239,9.420239,6.188801
22/04/2004,357.000000,9.416900,9.416900,6.244093
23/04/2004,356.000000,9.424467,9.424467,6.175412
26/04/2004,353.000000,9.436181,9.436181,6.093562
27/04/2004,352.000000,9.400622,9.400622,6.520848
28/04/2004,351.000000,9.390625,9.390625,6.655574
29/04/2004,350.000000,9.390417,9.390417,6.677016
30/04/2004,349.000000,9.388281,9.388281,6.721140
03/05/2004,346.000000,9.365667,9.365667,7.047012
04/05/2004,345.000000,9.345458,9.345458,7.308367
05/05/2004,344.000000,9.329200,9.329200,7.524761
06/05/2004,343.000000,9.339725,9.339725,7.419919
07/05/2004,342.000000,9.324550,9.324550,7.625033
10/05/2004,339.000000,9.316350,9.316350,7.792751
11/05/2004,338.000000,9.296772,9.296772,8.056562
12/05/2004,337.000000,9.304469,9.304469,7.985415
13/05/2004,336.000000,9.302800,9.302800,8.029840
14/05/2004,335.000000,9.323486,9.323486,7.797514
17/05/2004,332.000000,9.335078,9.335078,7.723554
18/05/2004,331.000000,9.351792,9.351792,7.538658
19/05/2004,330.000000,9.357417,9.357417,7.491380
20/05/2004,329.000000,9.354794,9.354794,7.546938
21/05/2004,328.000000,9.351289,9.351289,7.613922
24/05/2004,325.000000,9.358125,9.358125,7.597676
25/05/2004,324.000000,9.370000,9.370000,7.470651
26/05/2004,323.000000,9.356692,9.356692,7.662961
27/05/2004,322.000000,9.356000,9.356000,7.695596
28/05/2004,321.000000,9.364242,9.364242,7.614067
31/05/2004,318.000000,9.367533,9.367533,7.643425
01/06/2004,317.000000,9.350150,9.350150,7.892922
02/06/2004,316.000000,9.336400,9.336400,8.097339
03/06/2004,315.000000,9.331500,9.331500,8.187323
04/06/2004,314.000000,9.327517,9.327517,8.265861
07/06/2004,311.000000,9.335669,9.335669,8.237230
08/06/2004,310.000000,9.346417,9.346417,8.120755
09/06/2004,309.000000,9.354533,9.354533,8.038888
10/06/2004,364.000000,9.233578,9.233578,8.209166
11/06/2004,363.000000,9.230642,9.230642,8.265944
14/06/2004,360.000000,9.226000,9.226000,8.389334
15/06/2004,359.000000,9.217181,9.217181,8.516699
16/06/2004,358.000000,9.238256,9.238256,8.291603
17/06/2004,357.000000,9.241375,9.241375,8.277989
18/06/2004,356.000000,9.242511,9.242511,8.287792
21/06/2004,353.000000,9.264583,9.264583,8.095349
22/06/2004,352.000000,9.265689,9.265689,8.105170
23/06/2004,351.000000,9.263875,9.263875,8.149937
24/06/2004,350.000000,9.271806,9.271806,8.078249
25/06/2004,349.000000,9.272917,9.272917,8.088066
28/06/2004,346.000000,9.265711,9.265711,8.245456
29/06/2004,345.000000,9.251542,9.251542,8.441832
30/06/2004,344.000000,9.269956,9.269956,8.241674
01/07/2004,343.000000,9.279700,9.279700,8.146815
02/07/2004,342.000000,9.290350,9.290350,8.040601
05/07/2004,339.000000,9.295633,9.295633,8.046793
06/07/2004,338.000000,9.283628,9.283628,8.218767
07/07/2004,337.000000,9.291364,9.291364,8.147349
08/07/2004,336.000000,9.288800,9.288800,8.203428
09/07/2004,335.000000,9.297431,9.297431,8.120518
12/07/2004,332.000000,9.309256,9.309256,8.045751
13/07/2004,331.000000,9.317772,9.317772,7.963280
14/07/2004,330.000000,9.315250,9.315250,8.019108
15/07/2004,329.000000,9.310928,9.310928,8.098009
16/07/2004,328.000000,9.320311,9.320311,8.004026
19/07/2004,325.000000,9.326528,9.326528,7.998687
20/07/2004,324.000000,9.319600,9.319600,8.111936
21/07/2004,323.000000,9.305550,9.305550,8.317617
22/07/2004,322.000000,9.311278,9.311278,8.269539
23/07/2004,321.000000,9.305392,9.305392,8.371486
26/07/2004,318.000000,9.302167,9.302167,8.492641
27/07/2004,317.000000,9.299958,9.299958,8.548430
28/07/2004,316.000000,9.305678,9.305678,8.500184
29/07/2004,315.000000,9.313125,9.313125,8.428964
30/07/2004,314.000000,9.318794,9.318794,8.380918
02/08/2004,311.000000,9.321847,9.321847,8.421081
03/08/2004,310.000000,9.324028,9.324028,8.419105
04/08/2004,309.000000,9.321917,9.321917,8.474648
05/08/2004,364.000000,9.202233,9.202233,8.574009
06/08/2004,363.000000,9.217533,9.217533,8.418742
09/08/2004,360.000000,9.227000,9.227000,8.377588
10/08/2004,359.000000,9.226156,9.226156,8.410865
11/08/2004,358.000000,9.221350,9.221350,8.491165
12/08/2004,357.000000,9.225508,9.225508,8.465662
13/08/2004,356.000000,9.236578,9.236578,8.358071
16/08/2004,353.000000,9.244972,9.244972,8.328854
17/08/2004,352.000000,9.255911,9.255911,8.221774
18/08/2004,351.000000,9.252175,9.252175,8.289943
19/08/2004,350.000000,9.250417,9.250417,8.334756
20/08/2004,349.000000,9.240925,9.240925,8.473178
23/08/2004,346.000000,9.238800,9.238800,8.572542
24/08/2004,345.000000,9.242917,9.242917,8.547082
25/08/2004,344.000000,9.247022,9.247022,8.521665
26/08/2004,343.000000,9.251117,9.251117,8.496268
27/08/2004,342.000000,9.255200,9.255200,8.470914
30/08/2004,339.000000,9.257025,9.257025,8.523257
31/08/2004,338.000000,9.262033,9.262033,8.486262
01/09/2004,337.000000,9.265153,9.265153,8.472604
02/09/2004,336.000000,9.263600,9.263600,8.517207
03/09/2004,335.000000,9.260208,9.260208,8.585124
06/09/2004,332.000000,9.266833,9.266833,8.578987
07/09/2004,331.000000,9.263525,9.263525,8.646816
08/09/2004,330.000000,9.269417,9.269417,8.598164
09/09/2004,329.000000,9.272544,9.272544,8.584489
10/09/2004,328.000000,9.274756,9.274756,8.582431
13/09/2004,325.000000,9.286806,9.286806,8.506687
14/09/2004,324.000000,9.285400,9.285400,8.551059
15/09/2004,323.000000,9.288503,9.288503,8.537433
17/09/2004,321.000000,9.295583,9.295583,8.498664
20/09/2004,318.000000,9.301283,9.301283,8.504207
21/09/2004,317.000000,9.308764,9.308764,8.432912
22/09/2004,316.000000,9.315333,9.315333,8.373296
23/09/2004,315.000000,9.317500,9.317500,8.371344
24/09/2004,314.000000,9.310072,9.310072,8.496178
27/09/2004,311.000000,9.314072,9.314072,8.524738
28/09/2004,310.000000,9.317139,9.317139,8.511195
29/09/2004,309.000000,9.321058,9.321058,8.486165
30/09/2004,364.000000,9.196167,9.196167,8.644902
01/10/2004,363.000000,9.197367,9.197367,8.654647
04/10/2004,360.000000,9.202000,9.202000,8.672028
05/10/2004,359.000000,9.210200,9.210200,8.599162
06/10/2004,358.000000,9.210411,9.210411,8.620681
07/10/2004,357.000000,9.210633,9.210633,8.642189
08/10/2004,356.000000,9.226689,9.226689,8.475412
11/10/2004,353.000000,9.240069,9.240069,8.387388
12/10/2004,352.000000,9.241244,9.241244,8.397143
13/10/2004,351.000000,9.245350,9.245350,8.371776
14/10/2004,350.000000,9.249444,9.249444,8.346453
15/10/2004,349.000000,9.244803,9.244803,8.426353
18/10/2004,346.000000,9.245528,9.245528,8.490589
19/10/2004,345.000000,9.247708,9.247708,8.488594
20/10/2004,344.000000,9.248933,9.248933,8.498281
21/10/2004,343.000000,9.253975,9.253975,8.461229
22/10/2004,342.000000,9.255200,9.255200,8.470914
25/10/2004,339.000000,9.253258,9.253258,8.569958
26/10/2004,338.000000,9.247950,9.247950,8.661379
27/10/2004,337.000000,9.245494,9.245494,8.717765
28/10/2004,336.000000,9.244933,9.244933,8.750743
29/10/2004,335.000000,9.251833,9.251833,8.690174
01/11/2004,332.000000,9.256689,9.256689,8.707216
02/11/2004,331.000000,9.257089,9.257089,8.728445
03/11/2004,330.000000,9.259333,9.259333,8.726334
04/11/2004,329.000000,9.260664,9.260664,8.735873
05/11/2004,328.000000,9.261089,9.261089,8.757068
08/11/2004,325.000000,9.264236,9.264236,8.797273
09/11/2004,324.000000,9.261100,9.261100,8.865038
10/11/2004,323.000000,9.261586,9.261586,8.886168
11/11/2004,322.000000,9.264767,9.264767,8.872318
12/11/2004,321.000000,9.272400,9.272400,8.800311
15/11/2004,318.000000,9.276550,9.276550,8.828713
16/11/2004,317.000000,9.277064,9.277064,8.849781
17/11/2004,316.000000,9.281100,9.281100,8.824385
18/11/2004,315.000000,9.281625,9.281625,8.845434
19/11/2004,314.000000,9.277800,9.277800,8.924530
22/11/2004,311.000000,9.283836,9.283836,8.929500
23/11/2004,310.000000,9.278389,9.278389,9.031739
24/11/2004,309.000000,9.280717,9.280717,9.029471
25/11/2004,364.000000,9.159767,9.159767,9.072280
26/11/2004,363.000000,9.165100,9.165100,9.034271
29/11/2004,360.000000,9.175000,9.175000,8.991826
30/11/2004,359.000000,9.178289,9.178289,8.977707
01/12/2004,358.000000,9.184556,9.184556,8.928026
02/12/2004,357.000000,9.188817,9.188817,8.902122
03/12/2004,356.000000,9.194056,9.194056,8.864418
06/12/2004,353.000000,9.212614,9.212614,8.716309
07/12/2004,352.000000,9.211911,9.211911,8.749543
08/12/2004,351.000000,9.206350,9.206350,8.841723
09/12/2004,350.000000,9.209583,9.209583,8.827765
10/12/2004,349.000000,9.202147,9.202147,8.943568
13/12/2004,346.000000,9.209967,9.209967,8.925110
14/12/2004,345.000000,9.218958,9.218958,8.840482
15/12/2004,344.000000,9.229822,9.229822,8.732565
16/12/2004,343.000000,9.228250,9.228250,8.777395
17/12/2004,342.000000,9.230500,9.230500,8.775256
20/12/2004,339.000000,9.242900,9.242900,8.698569
21/12/2004,338.000000,9.254522,9.254522,8.579592
22/12/2004,337.000000,9.260472,9.260472,8.530885
23/12/2004,336.000000,9.264533,9.264533,8.505559
24/12/2004,335.000000,9.265792,9.265792,8.515188
27/12/2004,332.000000,9.270522,9.270522,8.532424
28/12/2004,331.000000,9.263525,9.263525,8.646816
29/12/2004,330.000000,9.275833,9.275833,8.516759
30/12/2004,329.000000,9.277114,9.277114,8.526357
31/12/2004,328.000000,9.279311,9.279311,8.524341
03/01/2005,325.000000,9.285000,9.285000,8.529887
04/01/2005,324.000000,9.287200,9.287200,8.527866
05/01/2005,323.000000,9.289400,9.289400,8.525847
06/01/2005,322.000000,9.296072,9.296072,8.465944
07/01/2005,321.000000,9.299150,9.299150,8.452385
10/01/2005,318.000000,9.305700,9.305700,8.446436
11/01/2005,317.000000,9.307003,9.307003,8.455995
12/01/2005,316.000000,9.300411,9.300411,8.569515
13/01/2005,315.000000,9.300000,9.300000,8.602151
14/01/2005,314.000000,9.303094,9.303094,8.588546
17/01/2005,311.000000,9.309753,9.309753,8.582395
18/01/2005,310.000000,9.311972,9.311972,8.580355
19/01/2005,309.000000,9.314192,9.314192,8.578303
20/01/2005,364.000000,9.200211,9.200211,8.597630
21/01/2005,363.000000,9.202408,9.202408,8.595580
24/01/2005,360.000000,9.207000,9.207000,8.613012
25/01/2005,359.000000,9.206211,9.206211,8.646338
26/01/2005,358.000000,9.192511,9.192511,8.833279
27/01/2005,357.000000,9.190800,9.190800,8.878444
28/01/2005,356.000000,9.184167,9.184167,8.982847
31/01/2005,353.000000,9.177314,9.177314,9.142107
01/02/2005,352.000000,9.179644,9.179644,9.139793
02/02/2005,351.000000,9.178075,9.178075,9.184933
03/02/2005,350.000000,9.180417,9.180417,9.182586
04/02/2005,349.000000,9.180819,9.180819,9.203977
07/02/2005,346.000000,9.187861,9.187861,9.196919
08/02/2005,345.000000,9.190208,9.190208,9.194573
09/02/2005,344.000000,9.194467,9.194467,9.168554
10/02/2005,343.000000,9.202525,9.202525,9.095330
11/02/2005,342.000000,9.203900,9.203900,9.104836
14/02/2005,339.000000,9.208058,9.208058,9.133309
15/02/2005,338.000000,9.203822,9.203822,9.213566
16/02/2005,337.000000,9.202433,9.202433,9.258425
17/02/2005,336.000000,9.202000,9.202000,9.291458
18/02/2005,335.000000,9.201583,9.201583,9.324486
21/02/2005,332.000000,9.206889,9.206889,9.340830
22/02/2005,331.000000,9.204681,9.204681,9.397387
23/02/2005,330.000000,9.202500,9.202500,9.453953
24/02/2005,329.000000,9.203089,9.203089,9.475078
25/02/2005,328.000000,9.200044,9.200044,9.543438
28/02/2005,325.000000,9.204653,9.204653,9.571244
01/03/2005,324.000000,9.200800,9.200800,9.651335
02/03/2005,323.000000,9.207753,9.207753,9.589742
03/03/2005,322.000000,9.211100,9.211100,9.575404
04/03/2005,321.000000,9.214442,9.214442,9.561074
07/03/2005,318.000000,9.220017,9.220017,9.576985
08/03/2005,317.000000,9.222469,9.222469,9.574448
09/03/2005,316.000000,9.221411,9.221411,9.618920
10/03/2005,315.000000,9.220375,9.220375,9.663381
11/03/2005,314.000000,9.220233,9.220233,9.696071
14/03/2005,311.000000,9.225092,9.225092,9.723476
15/03/2005,310.000000,9.218972,9.218972,9.838410
16/03/2005,309.000000,9.219775,9.219775,9.859243
17/03/2005,364.000000,9.095056,9.095056,9.840506
18/03/2005,363.000000,9.094517,9.094517,9.874078
22/03/2005,359.000000,9.102500,9.102500,9.887394
23/03/2005,358.000000,9.104006,9.104006,9.896737
28/03/2005,353.000000,9.110636,9.110636,9.955398
29/03/2005,352.000000,9.112178,9.112178,9.964684
30/03/2005,351.000000,9.111775,9.111775,9.998052
31/03/2005,350.000000,9.114306,9.114306,9.995271
01/04/2005,349.000000,9.115867,9.115867,10.004530
04/04/2005,346.000000,9.122506,9.122506,10.008210
05/04/2005,345.000000,9.108750,9.108750,10.209963
06/04/2005,344.000000,9.111333,9.111333,10.207072
07/04/2005,343.000000,9.116775,9.116775,10.168069
08/04/2005,342.000000,9.120300,9.120300,10.153175
11/04/2005,339.000000,9.128017,9.128017,10.144587
12/04/2005,338.000000,9.121200,9.121200,10.261808
13/04/2005,337.000000,9.125672,9.125672,10.234865
14/04/2005,336.000000,9.124533,9.124533,10.279982
15/04/2005,335.000000,9.127139,9.127139,10.277042
18/04/2005,332.000000,9.131267,9.131267,10.316199
19/04/2005,331.000000,9.136642,9.136642,10.277295
20/04/2005,330.000000,9.138333,9.138333,10.286344
21/04/2005,329.000000,9.138203,9.138203,10.319313
22/04/2005,328.000000,9.146289,9.146289,10.244591
25/04/2005,325.000000,9.160417,9.160417,10.152372
26/04/2005,324.000000,9.162100,9.162100,10.161426
27/04/2005,323.000000,9.161097,9.161097,10.206204
28/04/2005,322.000000,9.166378,9.166378,10.167590
29/04/2005,321.000000,9.164508,9.164508,10.224230
02/05/2005,318.000000,9.170550,9.170550,10.239299
03/05/2005,317.000000,9.174919,9.174919,10.212630
04/05/2005,316.000000,9.181911,9.181911,10.150394
05/05/2005,315.000000,9.187125,9.187125,10.111977
06/05/2005,314.000000,9.191450,9.191450,10.085460
09/05/2005,311.000000,9.196583,9.196583,10.112456
10/05/2005,310.000000,9.198306,9.198306,10.121423
11/05/2005,309.000000,9.201750,9.201750,10.106773
12/05/2005,364.000000,9.074833,9.074833,10.082834
13/05/2005,363.000000,9.087458,9.087458,9.958784
16/05/2005,360.000000,9.096000,9.096000,9.938434
17/05/2005,359.000000,9.101503,9.101503,9.899461
18/05/2005,358.000000,9.115939,9.115939,9.752148
19/05/2005,357.000000,9.122375,9.122375,9.701421
20/05/2005,356.000000,9.129778,9.129778,9.638786
23/05/2005,353.000000,9.141033,9.141033,9.583166
24/05/2005,352.000000,9.142489,9.142489,9.592573
25/05/2005,351.000000,9.144925,9.144925,9.590019
